location,year,average yearly temperature,growing degree days,extreme degree days,heating degree days,cooling degree days,total yearly precipitation,total harvesting precipitation,total planting precipitation,total growing season precipitation,npp
Bouldin Island,2014,17.64341539356818,3233.253610229477,0.0,902.3766146972624,650.568733349612,512.5410854816437,70.18009386956692,99.92948640137912,170.10958027094603,12814.828222273467
Bouldin Island,2015,16.985541105923698,3018.1242004394403,0.0,1082.0033670410119,590.0713707031276,293.1696139276028,80.84631152451037,44.53703574836254,125.38334727287292,14344.03658442857
Bouldin Island,2016,16.848991168913408,2914.1036865234228,0.0,1032.414044140621,489.15701196289297,644.4711070507765,132.5466251000762,220.66270653158423,353.2093316316605,14756.645761278924
Bouldin Island,2017,16.997677570499896,2956.167932128893,0.015309673988656259,1132.9315268066366,645.4293400390648,746.9720374792813,63.50878067314624,132.0104235783219,195.51920425146812,14246.528399046967
Bouldin Island,2018,16.70619849636141,2861.4165496826035,0.0,1102.6543670898398,508.76231826172113,430.38255907595163,87.22923044115305,186.86183542013168,274.09106586128473,14660.903773729922
Bouldin Island,2019,16.770774109722925,2866.838345336901,0.0043312051851456725,1198.1706418945262,627.8486919433617,791.0522595047951,28.88442482799292,195.76946180313823,224.65388663113117,14513.032813217074
Colby,2011,11.151209413380318,2098.906392957961,0.002548377231485026,3277.5751881545707,656.1121240383912,566.6513942845709,177.9687576955845,322.380822322632,500.3495800182165,5565.864440855213
Colby,2012,13.40791483472524,2480.558818122172,0.03786734311118055,2630.490914112504,827.7999436219466,313.811714527433,89.13808012140423,166.41250880579986,255.55058892720402,5307.2914261833785
Colby,2013,11.011160145214115,2121.2061315697865,0.009316040452142444,3351.484087673213,678.903040676372,464.24863704481874,172.4109937061863,248.7631981365561,421.1741918427424,5487.167267168886
Colby,2014,10.820640571770179,2035.708250914104,0.0,3272.183139485862,530.0624481819802,485.4667277993682,156.47734168875402,256.8697709954344,413.3471126841884,7050.611936252619
Colby,2015,12.57552748971004,2275.729414991198,0.0,2768.763383114152,667.1764168583234,618.7095942083579,228.07359459223642,360.2136423194357,588.2872369116719,7751.8750240012305
Colby,2016,12.587280662971633,2217.626707604885,0.0,2694.300215163136,591.2571378107589,614.0300149918218,144.1581120490771,408.3463621022335,552.5044741513105,8060.565264616273
Colby,2017,12.331308552441554,2173.5463065944477,0.0,2796.2119643751475,605.4850860163195,666.0021059967139,267.19264239935006,360.20459695518645,627.3972393545365,8022.437039505114
Colby,2018,11.31750240728849,2101.2233281343256,0.0015454902391134145,3236.359130098652,675.5930087589559,662.2363095447256,239.71302101885743,330.35676278761866,570.0697838064763,7765.981595265233
Colby,2019,11.210696179865527,2082.496232619581,0.002029516240334823,3244.264547292568,644.5141529434862,627.9207033492804,164.75587174519464,406.49403564139635,571.2499073865907,8387.87939070113
Villa Grove,2011,12.627447091716665,2262.1204620361245,0.010384354264769077,2835.966609374977,753.3302978515643,1069.8012011125684,338.61193899065256,512.4082015827298,851.0201405733824,9211.088663406379
Villa Grove,2012,13.798584801512428,2434.197381591788,0.03209755485826568,2480.3142399413878,820.6084772949241,809.3474116176367,348.3672300353646,256.09983690083027,604.4670669361948,8529.669355770351
Villa Grove,2013,11.172922212783604,2055.439062499995,0.0,3195.9187449706824,582.3808526367209,967.5216749310492,190.92770107090482,519.7592116892338,710.6869127601385,10312.178154722944
Villa Grove,2014,10.127877598592642,1886.6660552978485,0.0,3482.572579248024,487.5934027343768,1087.4117631465197,383.6440863087772,510.0043350830674,893.6484213918447,12145.059378489748
Villa Grove,2015,12.345733558968352,2209.9593231201093,0.0,2819.4209362792767,633.9591853027365,1113.2307713851333,281.3570564612746,580.2461430430412,861.603199504316,13001.427201663533
Villa Grove,2016,13.09805821486516,2384.445144653312,0.0,2663.6444676757637,747.5459743164085,1004.1346177458763,333.1462796777487,542.9532462731004,876.0995259508489,13302.490892987806
Villa Grove,2017,13.215733065670559,2322.785086059563,0.0008710302065497198,2575.434603686506,707.5226726562523,1032.4018048122523,324.1042299196124,556.6527601331472,880.7569900527595,12464.387211675472
Villa Grove,2018,12.025243847990744,2308.9638153076103,0.0,3134.2541404052567,831.8136449218773,1397.8888317942622,560.2892292663455,524.8205242678523,1085.1097535341976,12254.469117024153
Villa Grove,2019,11.833229044039,2168.1393646240167,0.0,3072.0677258300566,699.541826904299,1188.2630018517375,400.51622316241264,588.2479511201383,988.7641742825508,12738.91958959213
Tolono,2011,12.503565524472625,2239.125985692131,0.009004656143616065,2869.195668053729,741.3425844862379,1051.4033763242335,323.5916920495906,515.1962915151848,838.7879835647752,9429.275854761241
Tolono,2012,13.71373771408058,2418.5909173251803,0.029442156462107613,2502.9969379230192,812.2371412765193,815.0080209388545,361.98694473188,254.39387377648967,616.3808185083698,8778.154174908173
Tolono,2013,11.08655412356976,2044.110052623869,0.0,3225.258295647019,580.1960507499798,961.5502589152446,190.53017551498417,523.6510450093203,714.1812205243045,10447.844217999442
Tolono,2014,10.0302855291094,1872.234736749741,0.0,3510.189130222461,479.58884834739786,1085.131378001045,381.1417540166435,515.6570109172078,896.7987649338513,12111.614297824255
Tolono,2015,12.2852943269984,2205.995102476238,0.0,2841.2000143013747,633.6779436557973,1108.5320763353661,282.45463135892686,576.9496240739577,859.4042554328845,13116.27869807856
Tolono,2016,13.032655032131254,2375.352586185248,0.0,2681.9701587245904,741.9341004846333,984.4206190347625,323.56051740184955,536.0449923105526,859.6055097124023,13463.758106103433
Tolono,2017,13.118412974224825,2304.797569023889,6.535313280077217e-05,2601.165314483174,697.7315500752344,1064.5068528120134,345.27851635073984,565.8109338789249,911.0894502296646,12875.385560892915
Tolono,2018,11.926079816631448,2296.801125783842,0.0,3161.775389207125,823.1400222776114,1363.6736926455585,534.8037320953673,518.9204624525913,1053.7241945479586,12651.130827917505
Tolono,2019,11.72356735996371,2153.4875728366337,0.0,3103.8722376402748,691.3198240270298,1179.0874891505264,398.2983008368848,587.1286248196952,985.42692565658,12803.335729690878
Humnoke,2011,18.14816006575345,5322.973736400013,0.176439824383565,1551.5989022999934,1484.022826300006,1172.2700222421001,355.8712837208,532.5934268875002,888.4647106082998,8799.81508886132
Humnoke,2012,18.8767258087432,5514.743122150014,0.08730295054644999,1229.2684603999944,1428.1623064000055,913.8204495603999,321.1419753819,335.2396755445,656.3816509264,10242.51429508044
Humnoke,2013,16.544156038630152,4689.288506850006,0.0049355553424658295,1817.140873299994,1164.1033274000056,1285.0446135830002,361.7991376222,506.0550857793,867.8542234015001,10331.247055517832
Humnoke,2014,15.974569460000026,4600.330148400012,0.0,1914.0911947999923,1053.154547700005,1145.5839902778,250.6504607647,684.3826336279002,935.0330943926,13388.493525651533
Humnoke,2015,17.601552802191808,5126.028683300012,0.027753690684932632,1552.4431554999924,1285.355428300006,1433.9147147928998,480.60739844430003,613.2839058121001,1093.8913042564,13302.455124452676
Humnoke,2016,18.43462229453554,5376.635399550011,0.052944940437160484,1347.6967975999942,1384.7807574000049,1186.5848558259,260.8384714383,625.4190370455,886.2575084837999,13186.861521530427
Humnoke,2017,18.05143810136987,5242.188185800012,0.0004417161643836501,1274.7130864999945,1171.833493500005,1439.3330718314999,384.6372164536,678.5550828329002,1063.1922992865002,15092.5169410167
Humnoke,2018,17.29699328712329,5015.100506200014,0.014033824383562186,1740.2489971999921,1361.9970470000048,1720.0617091693,541.5973407173001,563.938030613,1105.5353713303,12574.63066944529
Humnoke,2019,17.514520765205518,4993.2468067500095,0.003932070410959004,1625.4182044999939,1326.5637838000052,1541.2072335753,340.1852992195,810.4794721557,1150.6647713752,13991.123324336988
Humphrey,2011,18.305274968893272,3636.989539092037,0.18455393483675733,1518.5470557115993,1508.317919357648,1143.0514927448335,346.32022727334595,511.1501442046102,857.4703714779563,8605.582542021395
Humphrey,2012,19.03680111793432,3723.7571537577446,0.09153205755136627,1194.2305136740765,1451.7119228380436,922.4776772084242,326.82921569821286,332.9985917525058,659.8278074507188,10203.83827221131
Humphrey,2013,16.6763854853241,3088.9489184171825,0.004120792177816123,1779.12858216927,1174.3547843125705,1328.2439972044301,393.0851022960922,517.8402435440254,910.9253458401173,10358.86513588736
Humphrey,2014,16.09146018453084,3009.6257463761967,0.0,1879.6948243842367,1061.4232917379918,1183.5852654536839,259.8001490008171,712.7744885066064,972.5746375074235,13308.352433966384
Humphrey,2015,17.721650054202758,3452.871304535492,0.029325728891905187,1523.970792799281,1300.718562583294,1413.443719732116,460.168927009456,612.0138656248777,1072.1827926343337,13097.366500218292
Humphrey,2016,18.581277773511893,3656.938917191888,0.0513702466424361,1315.1349574036728,1405.8948225090305,1193.473736709931,259.6910166881158,625.0001231666173,884.6911398547331,13125.891303754632
Humphrey,2017,18.199092103782252,3466.4876517942294,0.0006361431678770891,1241.069388252742,1192.0835061332616,1443.6781921820218,391.7317894914887,648.5770538795638,1040.3088433710525,15042.79687841083
Humphrey,2018,17.432283163419946,3363.599245251267,0.011617744580940805,1701.0161453992334,1372.1450000475165,1732.5302815258892,524.5081021583538,586.1590872585356,1110.6671894168894,12721.345803318056
Humphrey,2019,17.659805786852232,3331.502612806057,0.0039823290439597895,1587.9053617710485,1342.0799739721156,1565.5746783008158,362.06691681933717,806.8081930254837,1168.8751098448206,14011.364905546277
Keyes,2011,14.066606127248043,2704.0936776062467,0.014956076382020659,2553.1184467866487,995.7751832321964,239.8879806130832,97.93035763434936,66.6383030688806,164.56866070322994,2542.8065468072004
Keyes,2012,14.90166557447002,2719.6555989107887,0.027243542771542652,2161.1155358065926,905.137336062623,323.0040702897811,141.490423362272,144.51991993572642,286.01034329799853,4380.087497416835
Keyes,2013,13.35543374687184,2462.0953201736024,0.01308268412337891,2671.6065484141573,854.6853660223887,321.52178467199906,186.89137278521008,96.63218542091863,283.5235582061287,3661.4798016119157
Keyes,2014,13.061566035222327,2441.054711527288,0.0014318266713184815,2632.9772521448167,708.7943550009699,330.9853259982561,101.93126683138122,192.60195637808,294.5332232094612,4215.6003637115255
Keyes,2015,13.975139860692453,2536.707026479769,0.0,2327.651891843205,736.9234409959531,749.1812137047607,268.66220599444483,387.69714847635794,656.3593544708027,6381.460913411886
Keyes,2016,14.605155906951683,2635.5628488197767,0.014048497222557858,2172.9154778062248,808.4147397505427,383.84878656912076,97.50124824476222,252.58292924288517,350.0841774876474,5645.0843976028245
Keyes,2017,14.231234750021178,2551.502233565999,0.0006454418990061914,2205.8552502769794,708.6014340347177,555.1551476330384,191.99918741949662,314.50756807728067,506.5067554967773,6179.497949989691
Keyes,2018,13.81217077104511,2566.9922194214582,0.004383127783016758,2545.1173015961576,894.9051330276254,374.36703918914435,181.6820325703001,145.33485207256203,327.0168846428621,4688.355379210593
Keyes,2019,13.328205146242302,2424.834852583627,0.006433904448143686,2641.35596899283,814.4963473712739,359.9588958239138,71.8038339437515,234.62955369470436,306.4333876384558,5540.73864221655
Perryton,2011,15.148921919634695,3040.6338476134856,0.16871580660433175,2430.233576536756,1267.9355772034196,250.04745019643107,99.1510837644438,70.23516944230389,169.38625320674768,3549.9985482571124
Perryton,2012,15.917718266891832,3027.381907507111,0.0910509555414112,1996.7681473357807,1112.6652330181928,328.51742935622394,108.58169984046259,141.1311656599838,249.71286550044638,5126.639023977253
Perryton,2013,13.966143801852384,2678.460630156832,0.02378186896993917,2587.9194088631343,993.9073965392573,452.35118177358567,179.76557624675758,185.71539820562282,365.4809744523803,4771.290263916175
Perryton,2014,14.068141237308414,2778.997457084225,0.01176694069066663,2499.7649852556196,942.9820368731965,352.3047641719635,97.94385701445671,215.1508520954504,313.09470910990717,5236.092714006635
Perryton,2015,14.667283940661054,2751.6606216619957,0.0004072048085812872,2218.6069862021186,880.5111245434081,814.5233779721788,248.78155518527373,457.7599640023706,706.5415191876442,7845.141932166267
Perryton,2016,15.474946399801093,2953.487989107323,0.02988643834335821,2053.600677090686,1007.4432594178882,351.40763201653925,103.49152343710402,210.7938431869934,314.28536662409743,6832.83856493803
Perryton,2017,14.897569311438007,2751.3924254782314,0.01226662024334665,2099.531333118666,845.4896317935387,600.1699135290672,162.7382106779199,383.0671537207245,545.8053643986443,6732.8346424103065
Perryton,2018,14.548318200477278,2811.3255882558456,0.010427011444045562,2450.815625564181,1069.2972687383883,456.82865525171286,231.24566833940798,180.6505370097952,411.89620534920317,5955.474638396856
Perryton,2019,13.895217982487983,2608.321571101139,0.012135592425040215,2565.4671347247972,945.5671983329207,569.9272314138683,111.84634445357528,389.5099143815325,501.35625883510767,6908.629981006808
